lead_id,team_name,user_name,user_email,customer_name,customer_email,customer_phone,customer_cpf,source,subject,lead_created_at,first_interaction_at,negotiation_importance,negotiation_stage,negotiation_status,is_open,negotiation_created_at,negotiation_updated_at,finalization_reason
543,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 543,cliente_543@provedor.com.br,11926828233,20370313823,Facebook,Interesse no Produto Ref: 5964,2026-01-29 15:52:35,2026-01-29 20:37:35,quente,Contato inicial,Aberto,TRUE,2026-01-29 15:52:35,2026-02-01 20:37:35,
544,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 544,cliente_544@provedor.com.br,11963516864,35399133915,WhatsApp,Interesse no Produto Ref: 4948,2025-08-21 12:59:35,2025-08-21 17:59:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-08-21 12:59:35,2025-09-05 17:59:35,Sucesso / Venda Concluída
545,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 545,cliente_545@provedor.com.br,11904796830,92038134642,Loja Física,Interesse no Produto Ref: 9704,2026-03-05 14:00:35,2026-03-05 14:25:35,morno,Enviou proposta,Aberto,TRUE,2026-03-05 14:00:35,2026-03-06 14:25:35,
546,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 546,cliente_546@provedor.com.br,11909353248,33512073227,WhatsApp,Interesse no Produto Ref: 4430,2025-03-31 22:31:35,2025-04-01 01:33:35,morno,Teste drive,Em negociação,TRUE,2025-03-31 22:31:35,2025-04-13 01:33:35,
547,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 547,cliente_547@provedor.com.br,11913859305,30808908143,Mercado Livre,Interesse no Produto Ref: 5060,2025-06-02 10:47:35,2025-06-02 12:40:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2025-06-02 10:47:35,2025-06-05 12:40:35,
548,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 548,cliente_548@provedor.com.br,11916218573,49703881028,Indicação,Interesse no Produto Ref: 4176,2025-10-20 19:28:35,2025-10-20 22:47:35,quente,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-10-20 19:28:35,2025-10-23 22:47:35,Falta de contato
549,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 549,cliente_549@provedor.com.br,11903984137,77319606473,Mercado Livre,Interesse no Produto Ref: 6048,2026-01-10 15:33:35,2026-01-10 16:16:35,morno,Contato inicial,Aberto,TRUE,2026-01-10 15:33:35,2026-01-20 16:16:35,
550,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 550,cliente_550@provedor.com.br,11967069071,89147671128,WhatsApp,Interesse no Produto Ref: 6631,2025-05-10 00:21:35,2025-05-10 00:55:35,morno,Aguardando pagamento,Aberto,TRUE,2025-05-10 00:21:35,2025-05-22 00:55:35,
551,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 551,cliente_551@provedor.com.br,11942625305,58370996374,Indicação,Interesse no Produto Ref: 4235,2026-03-20 01:27:35,2026-03-20 05:11:35,frio,Enviou proposta,Finalizado com venda,FALSE,2026-03-20 01:27:35,2026-04-02 05:11:35,Sucesso / Venda Concluída
552,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 552,cliente_552@provedor.com.br,11982179439,35395413126,Instagram,Interesse no Produto Ref: 5357,2025-10-07 21:35:35,2025-10-07 21:58:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-10-07 21:35:35,2025-10-20 21:58:35,Sucesso / Venda Concluída
553,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 553,cliente_553@provedor.com.br,11984973552,84241644331,Mercado Livre,Interesse no Produto Ref: 5873,2025-09-13 03:31:35,2025-09-13 06:01:35,morno,Teste drive,Aberto,TRUE,2025-09-13 03:31:35,2025-09-22 06:01:35,
554,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 554,cliente_554@provedor.com.br,11904075165,15881620555,WhatsApp,Interesse no Produto Ref: 2882,2025-11-07 05:36:35,2025-11-07 08:04:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-11-07 05:36:35,2025-11-16 08:04:35,
555,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 555,cliente_555@provedor.com.br,11992359790,97094431238,Indicação,Interesse no Produto Ref: 7753,2026-02-21 20:02:35,2026-02-22 00:59:35,quente,Contato inicial,Em negociação,TRUE,2026-02-21 20:02:35,2026-03-08 00:59:35,
556,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 556,cliente_556@provedor.com.br,11953202646,51457951449,Indicação,Interesse no Produto Ref: 6407,2025-07-01 23:54:35,2025-07-02 04:10:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-07-01 23:54:35,2025-07-12 04:10:35,Comprou em outra loja
557,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 557,cliente_557@provedor.com.br,11947146260,99755219530,Loja Física,Interesse no Produto Ref: 5914,2025-12-13 15:30:35,2025-12-13 16:26:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-12-13 15:30:35,2025-12-18 16:26:35,Sucesso / Venda Concluída
558,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 558,cliente_558@provedor.com.br,11963568109,23528419635,WhatsApp,Interesse no Produto Ref: 4231,2025-10-07 22:25:35,2025-10-08 01:15:35,morno,Teste drive,Aberto,TRUE,2025-10-07 22:25:35,2025-10-20 01:15:35,
559,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 559,cliente_559@provedor.com.br,11909362520,17661064340,Indicação,Interesse no Produto Ref: 6073,2026-02-02 21:50:35,2026-02-02 22:28:35,frio,Teste drive,Finalizado sem venda,FALSE,2026-02-02 21:50:35,2026-02-07 22:28:35,Preço
560,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 560,cliente_560@provedor.com.br,11958605315,98840795411,Instagram,Interesse no Produto Ref: 3213,2025-11-06 11:02:35,2025-11-06 12:06:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-11-06 11:02:35,2025-11-17 12:06:35,Sucesso / Venda Concluída
561,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 561,cliente_561@provedor.com.br,11984739063,05800879066,Mercado Livre,Interesse no Produto Ref: 8847,2025-10-31 13:20:35,2025-10-31 14:17:35,frio,Teste drive,Em negociação,TRUE,2025-10-31 13:20:35,2025-11-08 14:17:35,
562,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 562,cliente_562@provedor.com.br,11918548141,91968796226,Facebook,Interesse no Produto Ref: 4101,2025-03-30 01:26:35,2025-03-30 02:01:35,quente,Aguardando pagamento,Aberto,TRUE,2025-03-30 01:26:35,2025-04-14 02:01:35,
563,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 563,cliente_563@provedor.com.br,11979418908,54175777774,WhatsApp,Interesse no Produto Ref: 8203,2026-01-13 03:06:35,2026-01-13 07:42:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2026-01-13 03:06:35,2026-01-13 07:42:35,
564,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 564,cliente_564@provedor.com.br,11902851289,87622467761,WhatsApp,Interesse no Produto Ref: 9778,2025-08-18 15:52:35,2025-08-18 19:24:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-08-18 15:52:35,2025-08-26 19:24:35,
565,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 565,cliente_565@provedor.com.br,11903567882,75942747690,Loja Física,Interesse no Produto Ref: 4566,2025-10-09 04:25:35,2025-10-09 04:58:35,morno,Aguardando pagamento,Em negociação,TRUE,2025-10-09 04:25:35,2025-10-21 04:58:35,
566,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 566,cliente_566@provedor.com.br,11928428504,51570116599,Facebook,Interesse no Produto Ref: 5983,2026-01-09 09:56:35,2026-01-09 13:09:35,frio,Enviou proposta,Aberto,TRUE,2026-01-09 09:56:35,2026-01-18 13:09:35,
567,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 567,cliente_567@provedor.com.br,11939123320,69245404098,Facebook,Interesse no Produto Ref: 7612,2025-09-15 02:15:35,2025-09-15 04:15:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2025-09-15 02:15:35,2025-09-16 04:15:35,Desistência
568,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 568,cliente_568@provedor.com.br,11921505014,18192565834,Loja Física,Interesse no Produto Ref: 9273,2026-02-05 07:02:35,2026-02-05 09:37:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2026-02-05 07:02:35,2026-02-08 09:37:35,Desistência
569,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 569,cliente_569@provedor.com.br,11950707965,44280215459,Loja Física,Interesse no Produto Ref: 8638,2025-11-16 21:23:35,2025-11-16 23:00:35,frio,Enviou proposta,Aberto,TRUE,2025-11-16 21:23:35,2025-11-17 23:00:35,
570,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 570,cliente_570@provedor.com.br,11923698388,70627186684,Facebook,Interesse no Produto Ref: 2138,2025-12-10 10:50:35,2025-12-10 13:12:35,morno,Contato inicial,Em negociação,TRUE,2025-12-10 10:50:35,2025-12-15 13:12:35,
571,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 571,cliente_571@provedor.com.br,11972380732,07368170727,Facebook,Interesse no Produto Ref: 8275,2025-06-07 22:41:35,2025-06-07 23:03:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-06-07 22:41:35,2025-06-11 23:03:35,Desistência
572,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 572,cliente_572@provedor.com.br,11946581032,19223611176,Mercado Livre,Interesse no Produto Ref: 5813,2025-11-22 14:57:35,2025-11-22 19:20:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-11-22 14:57:35,2025-12-05 19:20:35,Sucesso / Venda Concluída
573,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 573,cliente_573@provedor.com.br,11937344728,48837319827,Instagram,Interesse no Produto Ref: 3216,2026-02-05 02:19:35,2026-02-05 06:44:35,quente,Aguardando pagamento,Em negociação,TRUE,2026-02-05 02:19:35,2026-02-17 06:44:35,
574,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 574,cliente_574@provedor.com.br,11902428889,81138737269,WhatsApp,Interesse no Produto Ref: 5353,2026-01-11 20:59:35,2026-01-12 00:50:35,morno,Teste drive,Em negociação,TRUE,2026-01-11 20:59:35,2026-01-25 00:50:35,
575,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 575,cliente_575@provedor.com.br,11903780299,91625839767,WhatsApp,Interesse no Produto Ref: 6192,2026-01-17 11:45:35,2026-01-17 15:49:35,quente,Teste drive,Aberto,TRUE,2026-01-17 11:45:35,2026-01-28 15:49:35,
576,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 576,cliente_576@provedor.com.br,11971302690,05688645757,WhatsApp,Interesse no Produto Ref: 3286,2025-06-29 09:14:35,2025-06-29 13:49:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-06-29 09:14:35,2025-07-12 13:49:35,Preço
577,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 577,cliente_577@provedor.com.br,11989511180,28106610925,Indicação,Interesse no Produto Ref: 1098,2025-07-29 14:44:35,2025-07-29 15:28:35,frio,Teste drive,Em negociação,TRUE,2025-07-29 14:44:35,2025-07-30 15:28:35,
578,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 578,cliente_578@provedor.com.br,11997277051,40036164905,Mercado Livre,Interesse no Produto Ref: 3616,2025-04-24 12:33:35,2025-04-24 14:19:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2025-04-24 12:33:35,2025-05-07 14:19:35,Comprou em outra loja
579,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 579,cliente_579@provedor.com.br,11949883650,33664867286,Facebook,Interesse no Produto Ref: 9697,2025-06-20 04:41:35,2025-06-20 07:57:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-06-20 04:41:35,2025-06-29 07:57:35,Comprou em outra loja
580,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 580,cliente_580@provedor.com.br,11913439773,25311360290,Facebook,Interesse no Produto Ref: 3253,2025-10-12 15:15:35,2025-10-12 17:27:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-10-12 15:15:35,2025-10-26 17:27:35,Falta de contato
581,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 581,cliente_581@provedor.com.br,11955818895,22693193968,Facebook,Interesse no Produto Ref: 7505,2025-11-26 02:23:35,2025-11-26 06:54:35,quente,Contato inicial,Finalizado sem venda,FALSE,2025-11-26 02:23:35,2025-12-08 06:54:35,Preço
582,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 582,cliente_582@provedor.com.br,11958328001,85462735632,Indicação,Interesse no Produto Ref: 9473,2026-03-07 20:41:35,2026-03-08 01:17:35,quente,Aguardando pagamento,Aberto,TRUE,2026-03-07 20:41:35,2026-03-13 01:17:35,
583,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 583,cliente_583@provedor.com.br,11982757456,09459692556,Indicação,Interesse no Produto Ref: 3977,2026-02-18 07:51:35,2026-02-18 10:19:35,frio,Aguardando pagamento,Aberto,TRUE,2026-02-18 07:51:35,2026-03-03 10:19:35,
584,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 584,cliente_584@provedor.com.br,11991501269,04554576044,Indicação,Interesse no Produto Ref: 9093,2025-08-02 19:11:35,2025-08-02 22:04:35,frio,Enviou proposta,Aberto,TRUE,2025-08-02 19:11:35,2025-08-06 22:04:35,
585,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 585,cliente_585@provedor.com.br,11925920856,53925679340,Loja Física,Interesse no Produto Ref: 3428,2025-11-10 10:47:35,2025-11-10 14:24:35,morno,Teste drive,Finalizado sem venda,FALSE,2025-11-10 10:47:35,2025-11-21 14:24:35,Falta de contato
586,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 586,cliente_586@provedor.com.br,11967375879,82140599280,Instagram,Interesse no Produto Ref: 2832,2025-09-23 16:38:35,2025-09-23 16:46:35,frio,Aguardando pagamento,Aberto,TRUE,2025-09-23 16:38:35,2025-09-25 16:46:35,
587,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 587,cliente_587@provedor.com.br,11944213363,48883367319,Mercado Livre,Interesse no Produto Ref: 9056,2025-10-20 22:44:35,2025-10-20 23:16:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2025-10-20 22:44:35,2025-10-31 23:16:35,
588,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 588,cliente_588@provedor.com.br,11940601894,44949467096,Facebook,Interesse no Produto Ref: 7262,2025-05-25 07:47:35,2025-05-25 10:15:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-05-25 07:47:35,2025-05-30 10:15:35,Sucesso / Venda Concluída
589,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 589,cliente_589@provedor.com.br,11976713572,83564378560,Loja Física,Interesse no Produto Ref: 6942,2025-09-19 08:58:35,2025-09-19 10:06:35,frio,Teste drive,Finalizado com venda,FALSE,2025-09-19 08:58:35,2025-09-29 10:06:35,Sucesso / Venda Concluída
590,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 590,cliente_590@provedor.com.br,11928013696,73989908379,Mercado Livre,Interesse no Produto Ref: 4295,2026-02-26 13:56:35,2026-02-26 16:50:35,quente,Aguardando pagamento,Aberto,TRUE,2026-02-26 13:56:35,2026-03-06 16:50:35,
591,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 591,cliente_591@provedor.com.br,11977088125,02689944701,Mercado Livre,Interesse no Produto Ref: 6399,2025-10-14 05:18:35,2025-10-14 05:39:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-10-14 05:18:35,2025-10-19 05:39:35,
592,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 592,cliente_592@provedor.com.br,11987331950,44312909969,Mercado Livre,Interesse no Produto Ref: 7243,2026-01-25 01:04:35,2026-01-25 04:32:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2026-01-25 01:04:35,2026-01-27 04:32:35,Falta de contato
593,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 593,cliente_593@provedor.com.br,11946019773,13837344641,Loja Física,Interesse no Produto Ref: 5781,2025-07-05 20:52:35,2025-07-05 21:06:35,quente,Aguardando pagamento,Em negociação,TRUE,2025-07-05 20:52:35,2025-07-13 21:06:35,
594,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 594,cliente_594@provedor.com.br,11962168833,90714540921,Facebook,Interesse no Produto Ref: 5182,2025-10-15 06:20:35,2025-10-15 08:44:35,morno,Teste drive,Finalizado com venda,FALSE,2025-10-15 06:20:35,2025-10-23 08:44:35,Sucesso / Venda Concluída
595,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 595,cliente_595@provedor.com.br,11962698448,64460140432,Indicação,Interesse no Produto Ref: 6873,2025-08-09 15:38:35,2025-08-09 19:57:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-08-09 15:38:35,2025-08-14 19:57:35,Sucesso / Venda Concluída
596,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 596,cliente_596@provedor.com.br,11992971454,42518786657,Instagram,Interesse no Produto Ref: 3369,2025-07-06 23:48:35,2025-07-07 01:57:35,morno,Aguardando pagamento,Finalizado sem venda,FALSE,2025-07-06 23:48:35,2025-07-16 01:57:35,Sem estoque
597,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 597,cliente_597@provedor.com.br,11908169061,30874993834,Facebook,Interesse no Produto Ref: 1605,2026-01-02 11:27:35,2026-01-02 14:57:35,quente,Enviou proposta,Finalizado com venda,FALSE,2026-01-02 11:27:35,2026-01-16 14:57:35,Sucesso / Venda Concluída
598,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 598,cliente_598@provedor.com.br,11912239286,51801442842,Loja Física,Interesse no Produto Ref: 1012,2025-05-12 18:56:35,2025-05-12 22:28:35,quente,Teste drive,Finalizado com venda,FALSE,2025-05-12 18:56:35,2025-05-19 22:28:35,Sucesso / Venda Concluída
599,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 599,cliente_599@provedor.com.br,11947939429,37478957804,Mercado Livre,Interesse no Produto Ref: 1857,2025-09-18 03:17:35,2025-09-18 07:06:35,morno,Aguardando pagamento,Aberto,TRUE,2025-09-18 03:17:35,2025-09-25 07:06:35,
600,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 600,cliente_600@provedor.com.br,11937326312,22667501593,Loja Física,Interesse no Produto Ref: 3782,2025-04-16 16:07:35,2025-04-16 19:04:35,quente,Aguardando pagamento,Em negociação,TRUE,2025-04-16 16:07:35,2025-04-30 19:04:35,
601,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 601,cliente_601@provedor.com.br,11956282937,82306435608,WhatsApp,Interesse no Produto Ref: 2769,2025-08-06 19:05:35,2025-08-06 21:21:35,frio,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-08-06 19:05:35,2025-08-18 21:21:35,Falta de contato
602,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 602,cliente_602@provedor.com.br,11998733153,64081553483,Loja Física,Interesse no Produto Ref: 2221,2025-04-22 08:55:35,2025-04-22 09:43:35,quente,Contato inicial,Aberto,TRUE,2025-04-22 08:55:35,2025-05-04 09:43:35,
603,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 603,cliente_603@provedor.com.br,11951146284,38781199515,WhatsApp,Interesse no Produto Ref: 2176,2025-11-27 09:51:35,2025-11-27 14:22:35,morno,Enviou proposta,Aberto,TRUE,2025-11-27 09:51:35,2025-12-02 14:22:35,
604,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 604,cliente_604@provedor.com.br,11983967195,57202011362,Indicação,Interesse no Produto Ref: 4562,2025-10-13 15:59:35,2025-10-13 20:51:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-10-13 15:59:35,2025-10-19 20:51:35,Falta de contato
605,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 605,cliente_605@provedor.com.br,11969217922,71415704516,WhatsApp,Interesse no Produto Ref: 1854,2025-05-10 23:36:35,2025-05-11 01:16:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-05-10 23:36:35,2025-05-24 01:16:35,Sucesso / Venda Concluída
606,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 606,cliente_606@provedor.com.br,11977235042,38775273232,Indicação,Interesse no Produto Ref: 6507,2025-09-11 08:21:35,2025-09-11 09:18:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2025-09-11 08:21:35,2025-09-15 09:18:35,
607,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 607,cliente_607@provedor.com.br,11997946849,40263003501,Loja Física,Interesse no Produto Ref: 3458,2025-09-02 05:28:35,2025-09-02 06:42:35,quente,Teste drive,Aberto,TRUE,2025-09-02 05:28:35,2025-09-13 06:42:35,
